"detid","time","flow","lat","lon","geom"
K405Z2C,2016-09-19 12:09:00.000 +0200,580.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:12:00.000 +0200,420.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:15:00.000 +0200,640.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:18:00.000 +0200,420.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:21:00.000 +0200,720.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:24:00.000 +0200,300.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:27:00.000 +0200,520.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:30:00.000 +0200,780.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:33:00.000 +0200,560.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:36:00.000 +0200,600.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:39:00.000 +0200,720.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:42:00.000 +0200,640.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:45:00.000 +0200,520.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:48:00.000 +0200,620.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:51:00.000 +0200,660.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:54:00.000 +0200,560.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 12:57:00.000 +0200,560.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 13:00:00.000 +0200,760.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 13:03:00.000 +0200,520.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 13:06:00.000 +0200,580.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 13:09:00.000 +0200,520.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 13:12:00.000 +0200,560.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 13:15:00.000 +0200,500.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
K405Z2C,2016-09-19 13:18:00.000 +0200,640.0,52.4356786,10.7993433,POINT (10.7993433 52.4356786)
